id;colonia;municipio_id;codigo_postal_id
1;Zona Centro;1;1
2;Delegación de La Secretaria de Comercio y Fomento Industrial;1;2
3;Palacio de Gobierno del Estado de Aguascalientes;1;3
4;San Cayetano;1;4
5;Colinas del Rio;1;4
6;Las Brisas;1;4
7;Olivares Santana;1;4
8;Ramon Romo Franco;1;4
9;La Fundición;1;5
10;Los Sauces;1;5
11;Fundición II;1;5
12;Colinas de San Ignacio;1;5
13;Línea de Fuego;1;6
14;Buenos Aires;1;7
15;Las Arboledas;1;7
16;Circunvalación Norte;1;7
17;Villas de San Francisco;1;7
18;Villas de La Universidad;1;8
19;Gremial;1;9
20;Industrial;1;9
21;El Sol;1;9
22;Curtidores;1;10
23;Altavista;1;10
24;La Concordia;1;10
25;Miravalle;1;10
26;Panorama;1;10
27;Colinas del Poniente;1;11
28;La Fe;1;12
29;México;1;12
30;San Pablo;1;12
31;Primavera;1;12
32;Bugambilias;1;12
33;Del Carmen;1;12
34;Guadalupe;1;13
35;Heliodoro Garcia;1;13
36;Gómez;1;14
37;Moderno;1;14
38;Valle del Rio San Pedro;1;15
39;San Marcos;1;16
40;Guadalupe Posada;1;16
41;San Marcos;1;16
42;San Marcos;1;17
43;Modelo;1;18
44;Residencial del Valle I;1;18
45;Residencial del Valle II;1;19
46;Campestre La Herradura;1;20
47;Los Vergeles;1;20
48;Campestre 2a. Sección;1;20
49;La Querencia;1;20
50;Jardines del Campestre;1;20
51;Club Campestre;1;20
52;Rancho San Antonio;1;20
53;Campestre 1a. Sección;1;20
54;Valle del Campestre;1;21
55;Las Cavas;1;21
56;Granjas del Campestre;1;21
57;Puerto las Hadas;1;21
58;Talamantes Ponce;1;21
59;Villas de Montenegro;1;21
60;Villa de las Trojes;1;22
61;Trojes de Oriente 1a Sección;1;22
62;Valle de las Trojes;1;22
63;Trojes de Oriente 2a Sección;1;22
64;La Paloma;1;22
65;Villas de San Nicolás;1;22
66;Barrio de Santiago;1;22
67;La Troje;1;23
68;Trojes de Alonso;1;23
69;Santa Fe;1;23
70;Aguascalientes 2000;1;24
71;Trojes del Sol;1;25
72;Los Jarales;1;25
73;Valle del Campanario;1;25
74;Las Misiones;1;25
75;Cerrada El Molino;1;25
76;Misión del Campanario;1;25
77;Cerrada del Valle;1;25
78;Valle Real;1;25
79;Terzetto;1;25
80;Trojes de Kristal;1;25
81;Las Trojes;1;25
82;Cerrada de La Misión;1;25
83;Lomas del Campestre 2a Sección;1;26
84;Villas del Campestre;1;26
85;Los Calicantos;1;26
86;Jardines de La Concepción 1a Sección;1;27
87;Jardines de La Concepción 2a Sección;1;27
88;Rinconada los Bosques;1;27
89;Los Bosques;1;27
90;Arroyo El Molino;1;28
91;Galerías;1;29
92;Residencial Altaria;1;29
93;Villa de Nuestra Señora de La Asunción Sector San Marcos;1;30
94;Privada Guadalupe;1;30
95;Villas de La Convención;1;30
96;Lomas de La Asunción;1;30
97;Villa de Nuestra Señora de La Asunción Sector Encino;1;30
98;Villa de Nuestra Señora de La Asunción Sector Alameda;1;30
99;San José de Pozo Bravo;1;30
100;Villa Notre Dame;1;30
101;Constitución;1;30
102;Pozo Bravo Norte;1;30
103;Villa de Nuestra Señora de La Asunción Sector Guadalupe;1;30
104;Villa de Nuestra Señora de La Asunción Sector Estación;1;30
105;Residencial las Plazas;1;30
106;Montebello Della Stanza;1;30
107;Soberana Convención Revolucionaria;1;30
108;El Rosedal;1;30
109;Villa Loma Dorada;1;30
110;Libertad;1;30
111;Natura;1;30
112;Rinconada Pozo Bravo;1;30
113;Pozo Bravo Sur;1;30
114;Los Naranjos;1;30
115;Jardines de Montebello;1;30
116;Villa Teresa;1;30
117;Bosques del Prado Norte;1;31
118;Lomas del Campestre 1a Sección;1;32
119;Fátima;1;33
120;Primo Verdad;1;33
121;Unidad Ganadera;1;33
122;Nueva Rinconada;1;33
123;Puerta Navarra;1;33
124;Palmas del Pedregal;1;33
125;Residencial Campestre Club de Golf Norte;1;33
126;Residencial Campestre Club de Golf Sur;1;33
127;Palma Real;1;33
128;Bosques del Prado Sur;1;33
129;Independencia de México;1;33
130;El Roble;1;33
131;San José del Arenal;1;33
132;Centro Distribuidor de Básicos;1;34
133;Agropecuario;1;34
134;La Rinconada;1;35
135;El Plateado;1;36
136;Villas del Vergel;1;37
137;Residencial Pulgas Pandas Sur;1;37
138;Residencial Pulgas Pandas Norte;1;37
139;Cerrada San Miguel;1;37
140;Andrea;1;38
141;Morelos;1;38
142;Las Hadas;1;38
143;Los Arcos;1;39
144;Industrial;1;40
145;Lomas del Cobano;1;41
146;La Estrella;1;41
147;Macias Arellano;1;41
148;Buenavista;1;41
149;C.T.M.;1;41
150;La Higuerilla;1;42
151;Parras;1;42
152;Hacienda el Cobano 1a Sección;1;43
153;Villas del Cobano;1;43
154;Trojes del Cobano;1;43
155;El Cobano;1;43
156;Alianza Ferrocarrilera;1;44
157;Bosques del Prado Oriente;1;44
158;Francisco Guel Jimenez;1;45
159;Las Viñas INFONAVIT;1;45
160;Santa Anita 4a Sección;1;46
161;Santa Anita 2a Sección;1;47
162;Santa Anita;1;47
163;S.T.E.M.A.;1;48
164;Rodolfo Landeros Gallegos;1;48
165;Zona Militar;1;48
166;Lic Benito Juárez;1;48
167;Villa Bonita;1;48
168;El Maguey;1;48
169;Las Cumbres;1;48
170;Nazario Ortiz Garza;1;48
171;Lic Benito Palomino Dena;1;49
172;Claustros Loma Dorada;1;49
173;Vista de las Cumbres;1;50
174;Los Laureles 3ra. Sección;1;50
175;Paseos del Sol;1;50
176;Los Laureles 2a Sección;1;50
177;Los Laureles;1;50
178;Mirador de Las Culturas III;1;50
179;Villas de La Loma;1;50
180;Colinas de Oriente;1;50
181;Mirador de Las Culturas;1;50
182;Mirador de las Culturas 2a Sección;1;50
183;Los Pericos;1;50
184;Ejido las Cumbres;1;51
185;Lomas de Oriente 1a Sección;1;51
186;J Refugio Esparza Reyes;1;51
187;Lomas de Oriente 2da. Sección;1;51
188;Lomas de Oriente 3ra. Sección;1;51
189;C.N.O.P. Oriente;1;52
190;Pensadores Mexicanos;1;53
191;Luis Ortega Douglas;1;53
192;Las Cumbres;1;53
193;Pintores Mexicanos;1;53
194;Las Cumbres II;1;53
195;Cerro Alto;1;53
196;Progreso;1;53
197;Ferronales;1;54
198;Rinconada de La Alameda;1;54
199;Lomas de Santa Anita;1;54
200;Luis Gómez Zepeda (ferronales);1;54
201;Bosques de La Alameda;1;54
202;Del Trabajo;1;54
203;La Hacienda;1;55
204;La Mancha;1;55
205;Héroes;1;55
206;Ojocaliente I;1;56
207;Ojocaliente INEGI;1;56
208;Villerías;1;56
209;Solidaridad 1a Sección;1;56
210;Vistas de Oriente;1;56
211;Ojocaliente INEGI II;1;56
212;Terra Nova;1;56
213;Haciendas de Aguascalientes 1a Sección;1;56
214;Real de Haciendas;1;56
215;Valle de los Cactus;1;56
216;Balcones de Oriente;1;56
217;José Guadalupe Peralta Gámez;1;56
218;Ojocaliente 3a Sección;1;56
219;Colinas de San Patricio;1;56
220;El Rocio;1;56
221;Valle del Bicentenario;1;56
222;J. Guadalupe Posada;1;56
223;Ciudad Jesús Terán;1;57
224;Ex Hacienda Ojocaliente;1;58
225;Misión Alameda;1;58
226;Ejido Ojocaliente;1;58
227;Ojo Caliente IV;1;59
228;El Riego;1;59
229;Fidel Velázquez INFONAVIT;1;59
230;Municipio Libre;1;59
231;José Vasconcelos Calderón;1;60
232;Lic Manuel Gómez Morin;1;60
233;San Nicolás;1;60
234;Ex Hacienda La Cantera;1;60
235;Villas del Mediterráneo;1;60
236;Veteranos de La Revolución;1;60
237;Bellavista;1;60
238;Porta Canteras;1;60
239;Loma Bonita;1;60
240;Villas de La Cantera 1a Sección;1;60
241;San Nicolás 1ra. Sección;1;60
242;Fuentes del Lago;1;60
243;Educación Álamos;1;61
244;Nueva España;1;61
245;Lic. José López Portillo;1;62
246;La Barranquilla;1;62
247;Los Barandales;1;62
248;Canteras de San Javier;1;63
249;Rinconada San José;1;63
250;Canteras de San José;1;64
251;España;1;65
252;La Barranca de Guadalupe;1;65
253;Pirules INFONAVIT;1;65
254;Circunvalación Poniente;1;65
255;Jardines de los Pirules;1;66
256;Residencial los Pirules;1;67
257;Jardines del Lago;1;68
258;San Martin de La Cantera;1;68
259;Santa Imelda;1;68
260;Los Eucaliptos 2a. Sección;1;68
261;Francisco Villa;1;68
262;Canteras de San Agustin;1;68
263;Los Eucaliptos;1;68
264;Parque Industrial el Vergel;1;69
265;El Edén;1;69
266;Misión Juan Pablo II;1;69
267;Las Flores;1;70
268;Vivienda Popular;1;70
269;Las Torres;1;71
270;Santa Elena;1;72
271;Las Américas;1;72
272;Obraje;1;72
273;Agricultura;1;73
274;Mesonero;1;73
275;Valle Dorado;1;74
276;Villa Jardín 2a Sección;1;74
277;Villa Jardín 1a Sección;1;74
278;El Dorado 1a Sección;1;74
279;El Dorado 2a Sección;1;74
280;Jardines de Santa Elena;1;75
281;Montebello;1;76
282;Hermanos Carreón;1;76
283;Santa Elena 2a Sección;1;77
284;La Fuente;1;78
285;Los Virreyes;1;79
286;El Llanito;1;79
287;Residencial Cosío;1;79
288;Triana;1;79
289;La Luna;1;79
290;El Laurel;1;79
291;La Salud;1;79
292;Residencial el Encino;1;79
293;El Encino;1;79
294;Triana;1;79
295;San Fernando INFONAVIT;1;80
296;Jardines de Triana;1;81
297;Gámez;1;82
298;Jardines de La Cruz;1;83
299;Villas de Kristal;1;83
300;Jesús Gómez Portugal;1;83
301;Héroes de Aguascalientes;1;83
302;La Huerta;1;83
303;San Luis;1;83
304;Bona Gens;1;84
305;INFONAVIT Los Volcanes;1;84
306;FOVISSSTE Ojocaliente I;1;85
307;Ojocaliente las Torres;1;85
308;Villas de Ojocaliente;1;85
309;Ojocaliente FOVISSSTE II;1;85
310;Rinconada de La Cruz;1;85
311;Lázaro Cárdenas;1;86
312;La Estación;1;87
313;La Purísima;1;87
314;Ojo de Agua;1;88
315;IV Centenario;1;88
316;Jesús Terán Peredo;1;88
317;Rinconada El Cedazo;1;88
318;Sidusa;1;88
319;Vivienda Militar;1;88
320;Ojo de Agua de Palmitas;1;89
321;Salto de Ojocaliente;1;89
322;Cima del Chapulín;1;89
323;Balcones de Ojocaliente;1;89
324;Villa las Palmas;1;89
325;Bajío de las Palmas;1;89
326;Lomas del Gachupín;1;89
327;Agua Clara;1;89
328;San Jorge;1;89
329;Solidaridad 2a Sección;1;89
330;Lomas del Chapulín;1;89
331;Solidaridad 3a Sección;1;89
332;Tierra Buena;1;89
333;Cobano de Palmitas;1;89
334;El Cedazo;1;89
335;Villa Las Palmas 2a. Sección;1;89
336;Cielo Claro;1;89
337;La Lomita;1;89
338;Vista del Sol 3a Sección;1;90
339;Morelos INFONAVIT;1;90
340;Vista del Sol 2a Sección;1;90
341;Ojo de Agua INFONAVIT;1;91
342;La Cruz;1;92
343;Misión de Santa Fe;1;92
344;Jardines del Sol;1;92
345;Vista del Sol 1a Sección;1;92
346;Jardines de La Convención;1;93
347;S.T.E.M.A.;1;93
348;Lic Primo Verdad INEGI;1;93
349;Ojo de Agua FOVISSSTE 1a Sección;1;93
350;Fuentes de La Asunción;1;94
351;Jardines de La Luz;1;95
352;Jardines de La Asunción;1;96
353;Bulevar;1;96
354;Las Canoas;1;96
355;Jardines de Aguascalientes;1;96
356;Lindavista;1;96
357;Los Cedros;1;96
358;México;1;96
359;El Caminero;1;96
360;Jardines de las Bugambilias;1;97
361;Jardines del Parque;1;97
362;Rinconada del Parque;1;98
363;Residencial del Parque;1;98
364;Pirámides;1;98
365;Jardines de las Fuentes;1;99
366;Diana;1;99
367;Jardines del Sur;1;100
368;Casasolida;1;100
369;La Luz;1;100
370;San Francisco del Arenal;1;100
371;San Pedro;1;100
372;Prados de Villasunción;1;100
373;Martinez Dominguez;1;100
374;Torres de San Francisco;1;100
375;Central de Abastos;1;100
376;Prados del Sur;1;100
377;Trojes del Sur;1;100
378;Parque Industrial Siglo XXI;1;101
379;Parque Industrial Siglo XXI (Ampliación);1;101
380;Villas del Oeste;1;102
381;Villas de Santa Rosa;1;102
382;La Estancia;1;102
383;INFONAVIT Potreros del Oeste;1;102
384;Vista del Sur;1;102
385;Versalles 1a Sección;1;103
386;Versalles 2a Sección;1;103
387;Villas del Pilar 1a Sección;1;104
388;Villa Capri;1;104
389;Paseos de Santa Mónica;1;104
390;Rancho Santa Mónica;1;104
391;Providencia;1;104
392;Rinconada Santa Mónica;1;104
393;Vicente Guerrero;1;104
394;Villas San Antonio;1;104
395;Insurgentes;1;105
396;Bulevares 1a. Sección;1;106
397;Bulevares 2a. Sección;1;106
398;Pilar Blanco INFONAVIT;1;107
399;Parque Industrial ALTEC;1;108
400;Ciudad Industrial;1;108
401;Vista Alegre;1;108
402;Plaza Vestir;1;108
403;Centro SCT Aguascalientes;1;109
404;Villas de Bonaterra;1;110
405;Residencial San Javier;1;110
406;Villa Sur;1;110
407;Rústicos Calpulli;1;110
408;San Francisco de los Arteaga;1;110
409;Casa Blanca;1;111
410;Jardines de Casanueva;1;111
411;Jardines de Casablanca;1;111
412;Morelos I;1;112
413;Morelos 2a Sección;1;112
414;Lomas del Sur;1;112
415;Lomas de Vistabella 2a. Sección;1;112
416;San Sebastián;1;112
417;Solidaridad 4a Sección;1;112
418;Villas de Ajedrez;1;112
419;Lomas del Mirador I Sección;1;112
420;Misión de Santa Lucía;1;112
421;Emiliano Zapata;1;112
422;Ladrilleras Los Arellano;1;112
423;Valle del Cedazo;1;112
424;Lomas de Vistabella;1;112
425;Lomas de Nueva York;1;112
426;Lomas del Mirador II Sección;1;112
427;Paseos de San Antonio;1;112
428;Laureles del Sur;1;112
429;Condominio La terraza;1;112
430;Lomas de San Jorge 2a. Sección;1;113
431;Mujeres Ilustres;1;113
432;Periodistas;1;113
433;Villalta;1;113
434;Lomas del Ajedrez;1;113
435;Lomas de San Jorge;1;113
436;Reencuentro;1;113
437;Fundadores;1;113
438;Lomas Altas;1;113
439;Campestre San Carlos;2;114
440;Panamericano;2;114
441;San Francisco de los Romos Centro;2;114
442;La Margarita;2;115
443;Los Cedros;2;115
444;San Francisco;2;115
445;San Juan Bautista;2;115
446;San Pablo;2;115
447;La Perla;2;115
448;María;2;115
449;La Guadalupana;2;115
450;Viñedos San José;2;115
451;Hidalgo;2;115
452;Santa Isabel;2;115
453;El Tirón;2;115
454;La Aurora;2;115
455;La Sociedad San Juan;2;115
456;Revolución;2;115
457;San José Buenavista;2;115
458;Fracción de La Trinidad II;2;116
459;El Chamizal;2;116
460;San José del Barranco;2;116
461;Villa de Guadalupe;2;116
462;Santa Bárbara;2;116
463;Mary;2;116
464;Monserrat;2;116
465;San Juan;2;116
466;28 de Abril;2;116
467;Parque Industrial San Francisco;2;116
468;La Escondida;2;116
469;La Concepción;2;117
470;La Gloria;2;117
471;Los Lirios;2;117
472;Los Sabinos;2;117
473;Zacatenco;2;117
474;El Barranco;2;117
475;La Providencia;2;117
476;Santa Elena;2;117
477;Viñedos los Zapata;2;117
478;El Refugio;2;117
479;Elena;2;117
480;La Trinidad;2;117
481;Los Gonzalez;2;117
482;San Cristóbal;2;117
483;San Pedro Victoria de Abajo;2;117
484;El Espíritu;2;117
485;El Gigante;2;117
486;La Paz;2;117
487;Alfredo Soriano Lopez;2;117
488;El Cortijo;2;117
489;La Unión;2;117
490;San Pedro Victoria de Arriba;2;117
491;Las Carmelitas;2;117
492;San Angel;2;117
493;Viñedos Xoconoxtle;2;117
494;Santa Anita;2;117
495;La Loma de los Negritos;2;118
496;San Felipe (Viñedos San Felipe);2;118
497;Los Negritos;2;118
498;Sandovales;2;119
499;Coyotes Norte;2;119
500;Trojes de Alonso;2;119
501;Rio Curtidores;2;120
502;Cuauhtémoc;2;121
503;Hacienda Nueva;2;121
504;Cariñan;2;122
505;Torrecillas;2;122
506;Viñedos Valle Redondo;2;123
507;Lomas del Picacho;2;124
508;El Picacho;2;124
509;Santa Cruz de La Presa;2;125
510;La Cantera;2;126
511;Cereso (para Varones y Mujeres);2;127
512;Gral. José María Morelos y Pavón;2;128
513;Cañada Honda;2;128
514;El Cortijo;2;129
515;La Escondida;2;129
516;La Presa;2;130
517;San Vicente;2;130
518;Santa María de Gallardo;2;131
519;Jaltomate;2;132
520;La Rioja;2;133
521;San Ignacio III;2;133
522;La Perla;2;133
523;San Ignacio;2;133
524;La Soledad;2;133
525;San Ignacio 3;2;133
526;San Ignacio II;2;133
527;Rinconada San Ignacio;2;133
528;Puesta del Sol;2;133
529;Ex Hacienda San Ignacio;2;133
530;Los Pocitos;2;134
531;Sandovales de Arriba;2;134
532;Parque Industrial Tecno Polo;2;134
533;Contadero;2;135
534;Las Plazuelas;2;135
535;Puerta del Sol;2;135
536;La Punta Campestre;2;135
537;Rincón Andaluz;2;135
538;Torre Campestre Santa María;2;135
539;Santa María;2;135
540;Río Viejo;2;135
541;La Joya;2;135
542;Palo Alto;3;136
543;El Saucito;3;136
544;De Afuera;3;136
545;El Salto;3;136
546;Pobre;3;136
547;De Abajo;3;136
548;De Triana;3;136
549;El Progreso;3;136
550;Centro del Barrio;3;136
551;Las Flores;3;137
552;San Rafael;3;137
553;El Coton;3;137
554;El Milagro;3;137
555;El Vaciero;3;137
556;Lic Jesús Terán;3;137
557;San Francisco de Los Pedroza;3;137
558;El Barreno (Ampliación San Francisco);3;137
559;Las Laminas;3;137
560;San Francisco de los Viveros;3;137
561;Sandovales;3;137
562;El Mocho;3;137
563;San Gerónimo;3;137
564;Granaj San José (San Antonio de Montoya);3;137
565;El Novillo;3;138
566;El Colorin;3;138
567;La Luz;3;138
568;La Luz de Palo Alto;3;138
569;Ojo de Agua de Crucitas;3;139
570;El Puertecito;3;139
571;Ojo de Agua de Placitas;3;139
572;Francisco Sarabia;3;140
573;Santa Rosa;3;140
574;Los Conos;3;140
575;El Terremoto;3;140
576;Montoya;3;140
577;La Tinaja;3;141
578;San Jerónimo;3;141
579;El Retoño;3;141
580;El Rosario;3;141
581;La Unión;3;142
582;Mirasoles;3;142
583;El Copetillo (El Moquete);3;142
584;San Lorenzo;3;142
585;El Copetillo;3;142
586;San Agustín;3;142
587;La Lucita;3;142
588;San Ramón;3;142
589;Rancho Nuevo;3;142
590;Tanque El Coyote (El Coyote);3;142
591;Santa Clara (Las Mieleras);3;142
592;La Calavera (Q. de Alonso);3;142
593;San Antonio de La Rosa;3;142
594;La Paz;3;142
595;El Chonguillo (El Chonguito);3;142
596;Granja Temixco;3;142
597;Santa Elena;3;142
598;El Tildio;3;142
599;La Primavera;3;142
600;Santa Rita Uno (Santa Rita);3;142
601;Lomas del Refugio;3;142
602;El Paraíso (Santa Rita);3;142
603;Cereso el Llano;3;143
604;Cieneguilla;3;144
605;Buena Vista de Peñuelas;3;144
606;Peñuelas;3;144
607;Arellano;3;144
608;La Huerta;3;145
609;El Salto de Ojocaliente;3;145
610;Salto de los Salados;3;145
611;San Francisco;3;146
612;San Gerardo;3;146
613;Lic Jesús Terán Villa;3;147
614;Montoro;3;148
615;Los Caños;3;149
616;San Antonio de Peñuelas;3;150
617;Aguascalientes (Lic. Jesús Terán Peredo);3;151
618;Medio Kilo;3;152
619;Rancho Seco;3;152
620;La Biznaga;3;152
621;Macario J Gómez;3;152
622;Loretito;3;152
623;La Providencia 1;3;153
624;La Guayana;3;154
625;San Ramon;3;154
626;Viñedos RIVer;3;154
627;Enriqueta;3;154
628;Paseos de La Providencia;3;154
629;Chicalote;3;155
630;Ramon Romo;3;155
631;Borrotes;3;155
632;Rancho Nuevo 2;3;156
633;El Tepetate;3;156
634;Amapolas del Rio;3;156
635;Ojo de Agua del Mezquite;3;156
636;Rancho Nuevo;3;156
637;Ex Viñedos de Guadalupe;3;157
638;La Casita;3;157
639;Valle de Aguascalientes;3;157
640;Puertecito de La Virgen;3;157
641;Villas de San Felipe;3;157
642;San José de La Ordeña;3;158
643;San Antonio de los Pedroza;3;158
644;San Nicolás de Enmedio;3;159
645;La Soledad;3;159
646;San Nicolás de Arriba;3;159
647;Cartagena 1947;3;159
648;El Colorado (el Soyatal);3;160
649;Cumbres II;3;160
650;El Conejal;3;160
651;El Rocio;3;161
652;Norias del Ojocaliente;3;161
653;El Trigo;3;161
654;El Malacate;3;162
655;Dolores;3;162
656;El Puerto;3;163
657;La Pila;3;163
658;Ciudad de los Niños;3;164
659;La Cotorra;3;164
660;El Niágara;3;165
661;Cabecita 3 Marías;3;165
662;Granjas Fátima;3;165
663;El Ocote;3;166
664;El Salitre;3;166
665;Campestre Bosques de Las Lomas;3;167
666;El Refugio de Peñuelas;3;167
667;El Cedazo (cedazo de San Antonio);3;167
668;El Tanque de los Jimenez;3;167
669;Centro de Arriba;3;168
670;Cieneguilla;3;169
671;San Pedro Cieneguilla;3;169
672;Los Dolores;3;170
673;El Codo;3;171
674;Norias del Paso Hondo;3;172
675;Paso Hondo;3;172
676;Santa Gertrudis;3;173
677;Lotes de Arellano;3;173
678;El Duraznillo;3;174
679;Tanque de Guadalupe;3;174
680;Soledad de Abajo;3;175
681;Congregación Matamoros;3;175
682;Los Duron;3;175
683;San José;3;176
684;Villa Campestre San José del Monte;3;176
685;Agostaderito;3;177
686;Montoro;3;178
687;Cotorina de Ejido;3;178
688;Cañada Grande de Cotorina;3;179
689;Coyotes Sur;3;179
690;Los Cuervos (los Ojos de Agua);3;180
691;San Bartolo;3;180
692;El Refugio de Peñuelas;3;181
693;Peñuelas;3;181
694;Peñuelas;3;181
695;El Turicate;3;182
696;Rincón de Romos Centro;4;183
697;Santa Elena;4;184
698;Desarrollo Especial La Pedrera;4;184
699;Subdivisión La Piedrera;4;184
700;Norte;4;184
701;Villa Seguridad;4;184
702;José Luis Macias;4;185
703;Estancia de Chora;4;185
704;Emperadores;4;185
705;Embajadores;4;185
706;De Guadalupe;4;186
707;La Paz;4;186
708;Santa Cruz;4;187
709;Fraternidad;4;187
710;Lázaro Cárdenas;4;187
711;De Chora;4;187
712;Cerro del Gato;4;187
713;Magisterial;4;188
714;Independencia;4;188
715;Santa Anita;4;188
716;El Potrero;4;188
717;Magisterial II;4;188
718;Villas de Jesús;4;189
719;Desarrollo Especial;4;189
720;San José;4;190
721;Presidentes de México;4;191
722;Solidaridad;4;191
723;Popular;4;192
724;Miguel Hidalgo;4;192
725;Escaleras;4;193
726;El Saucillo;4;193
727;Mar Negro;4;193
728;La Presa;4;193
729;El Panal;4;193
730;Rincón de Romos;4;193
731;Potrero El Tarasco;4;193
732;El Bajío;4;193
733;Candelaria;4;194
734;Santa Fe;4;194
735;El Muerto;4;194
736;Tanque Blanco;4;195
737;Puerta del Muerto;4;195
738;California;4;195
739;Yerbanis;4;195
740;San Jacinto;4;196
741;San Juan de La Natura;4;197
742;La Puerta del Muerto;4;198
743;El Valle de las Delicias;4;198
744;Los Morales;4;198
745;16 de Septiembre;4;198
746;San Isidro El Labrador;4;198
747;La Misión;4;199
748;Lupita;4;200
749;18 de Marzo;4;200
750;El Salitrillo;4;201
751;Las Norias;4;201
752;El Barzón;4;201
753;Pabellón de Hidalgo;4;202
754;El Milagro;4;202
755;Pabellón de Hidalgo;4;203
756;Estancia de Mosqueira;4;203
757;El Canal;4;203
758;Morelos;4;204
759;El Potrerillo;4;205
760;Túnel de Potrerillo;4;205
761;Las Camas;4;206
762;Peña Blanca;4;206
763;La Boquilla Grande;4;207
764;Los Negritos;4;207
765;Mirasoles;4;208
766;Rancho La Laguna de Piedra;4;208
767;Fresnillo;4;209
768;La Boquilla;4;209
769;El Ají ladero;4;210
770;Las Rosas;4;211
771;Mesa el Conejo;4;212
772;Cosío Centro;5;213
773;Luis Donaldo Colosio;5;214
774;Rancho El Potrerito;5;215
775;Villas del Potrerito;5;215
776;Popular;5;216
777;Santa Cruz;5;217
778;MeXIquito;5;218
779;Coplamar;5;218
780;Vista Hermosa;5;218
781;Zacatequillas;5;219
782;Soledad de Abajo;5;219
783;Soledad de Arriba;5;219
784;El Durazno;5;220
785;La Punta;5;220
786;El Durazno;5;220
787;La Esperanza (el Salerito);5;220
788;Los Nava;5;220
789;El Salero;5;221
790;Guadalupito;5;221
791;El Refugio de Agua Zarca;5;222
792;Refugio de Providencia;5;222
793;Santa María de La Paz;5;222
794;San José de Gracia;6;223
795;El Jocoque;6;224
796;Cieneguita;6;225
797;El Toril;6;226
798;Santa Elena de La Cruz;6;227
799;Las Amarillas;6;228
800;Potrerillo;6;229
801;Tortugas;6;229
802;Ciénega de Acarcho;6;230
803;Boca del Túnel de Potrerillo;6;231
804;La Congoja;6;232
805;La Campana;6;233
806;Bajío de La Tienda;6;234
807;El Zepo;6;235
808;Antrialco;6;236
809;Alamitos;6;236
810;Paredes;6;237
811;San Antonio de los Ríos;6;238
812;Santa Rosa de Lima;6;239
813;Presa del Sáuz;6;240
814;Rancho Viejo;6;241
815;Potrero de los Lopez;6;242
816;El Tecongo;6;243
817;Estancia de San Marcos;6;244
818;San José;6;245
819;El Sáuz;6;246
820;Huijolotes;6;247
821;Santa Rosa;6;248
822;El Taray;6;249
823;Tepezala Centro;7;250
824;Cholula 2a Sección;7;251
825;Comunidad San Rafael;7;252
826;Los Arcos;7;252
827;Del Socorro;7;252
828;Felipe Gonzalez González 2a Sección;7;253
829;Felipe Gonzalez González 1a Sección;7;253
830;La Cañada;7;254
831;Luis Ortega Douglas;7;255
832;Cholula 1a Sección;7;256
833;El Chayote;7;257
834;El Barranco;7;257
835;La Tira;7;258
836;Las Pilas;7;258
837;San Rafael;7;259
838;Los Alamitos;7;260
839;Ampliación los Hornos (el Lagunazo);7;260
840;El Porvenir;7;261
841;La Luz;7;262
842;San Antonio;7;262
843;Mesillas;7;263
844;Ojo de Agua de los Montes;7;263
845;El Carmen;7;264
846;La Victoria;7;265
847;El Gigante;7;266
848;El Zorrillo;7;267
849;Carboneras;7;267
850;El Águila;7;268
851;Puerto de La Concepción;7;269
852;Los Hornos;7;270
853;El Refugio;7;271
854;Arroyo Hondo;7;272
855;El Tepozán;7;273
856;Caldera;7;274
857;El Refugio;8;275
858;Gámez Orozco (Puerta de Carboneras);8;275
859;San Pedro;8;275
860;Ojo Zarco (la Loma);8;276
861;Los Lira;8;276
862;Estación de Garabato;8;276
863;El Mezquite;8;276
864;Las Animas;8;276
865;El Rayo;8;276
866;Los Corrales (Los Corrales Blancos);8;276
867;Ojo Zarco;8;276
868;Emiliano Zapata;8;277
869;El Pilar;8;277
870;Los Contreras;8;277
871;El Gigante;8;277
872;San Agustín de Los Puentes;8;277
873;El Pedernal Segundo;8;277
874;El Garabato;8;278
875;Canal Grande;8;279
876;El Canal;8;279
877;Estancia de Mosqueira;8;279
878;Santiago;8;279
879;Puerta del Milagro;8;280
880;San Luis de Letras;8;280
881;Ampliación Ejido Garabato;8;280
882;Secadora Miguel Alemán;8;280
883;Zona Centro;8;281
884;Jardines de Pabellón;8;282
885;Barrio Industrial;8;282
886;FOVISSSTE;8;282
887;Subdivisión Haciendas de Pabellón;8;282
888;Villas de Pabellón;8;283
889;Trojes de San Pedro;8;283
890;Francisco Villa;8;283
891;Carboneras;8;284
892;Palo Alto;8;284
893;Cosmos;8;285
894;Popular;8;285
895;5 de Mayo;8;285
896;Plutarco Elias Calles;8;286
897;Progreso Sur;8;286
898;La Quesería de Los Serna;8;287
899;Progreso Norte;8;287
900;Vergel del Valle;8;287
901;Valle del Vivero;8;287
902;Subdivisión Villa de Guadalupe;8;287
903;El Tule;9;288
904;La Loma (Tanque de Las Palmitas);9;288
905;Villa Juárez;9;288
906;La Esperanza;9;288
907;El Rascón (La Loma);9;288
908;Viudas de Poniente;9;289
909;Charco Azul;9;290
910;Amarillas de Esparza;9;291
911;Jilotepec;9;292
912;La Dichosa;9;292
913;Asientos Centro;9;293
914;Santa Cruz;9;293
